Law,Index,LawName,CleanLaw
"
 –––––––––––––––––––––
 (1) 24/11/2016 tarihli ve 6763 sayılı Kanunun 12 nci maddesiyle, bu fıkrada yer alan “üç” ibaresi “altı” şeklinde değiştirilmiştir",75,Madde 75, tarihli sayılı kanunun nci maddesiyle fıkrada yer alan ibaresi altı şeklinde değiştirilmiştir
"
 8986
 İKİNCİ KİTAP
 Özel Hükümler
 BİRİNCİ KISIM
 Uluslararası Suçlar
 BİRİNCİ BÖLÜM
 Soykırım ve İnsanlığa Karşı Suçlar
 Soykırım
 Madde 76- (1) Bir planın icrası suretiyle, milli, etnik, ırki veya dini bir grubun tamamen veya kısmen yokedilmesi
 maksadıyla, bu grupların üyelerine karşı aşağıdaki fiillerden birinin işlenmesi, soykırım suçunu oluşturur:
 a) Kasten öldürme",76,Madde 76, ikinci kitap özel hükümler birinci kısım uluslararası suçlar birinci bölüm soykırım insanlığa karşı suçlar soykırım madde planın icrası suretiyle milli etnik ırki dini grubun kısmen yokedilmesi maksadıyla grupların üyelerine karşı aşağıdaki fiillerden işlenmesi soykırım suçunu oluşturur kasten öldürme
"
 b) Kişilerin bedensel veya ruhsal bütünlüklerine ağır zarar verme",76,Madde 76, kişilerin bedensel ruhsal bütünlüklerine ağır zarar verme
"
 c) Grubun, tamamen veya kısmen yokedilmesi sonucunu doğuracak koşullarda yaşamaya zorlanması",76,Madde 76, grubun kısmen yokedilmesi sonucunu doğuracak koşullarda yaşamaya zorlanması
"
 d) Grup içinde doğumlara engel olmaya yönelik tedbirlerin alınması",76,Madde 76, grup içinde doğumlara engel olmaya yönelik tedbirlerin alınması
"
 e) Gruba ait çocukların bir başka gruba zorla nakledilmesi",76,Madde 76, gruba çocukların gruba zorla nakledilmesi
"
 (2) Soykırım suçu failine ağırlaştırılmış müebbet hapis cezası verilir",76,Madde 76, soykırım suçu failine ağırlaştırılmış müebbet hapis cezası verilir
" Ancak, soykırım kapsamında işlenen kasten
 öldürme ve kasten yaralama suçları açısından, belirlenen mağdur sayısınca gerçek içtima hükümleri uygulanır",76,Madde 76, soykırım kapsamında işlenen kasten öldürme kasten yaralama suçları açısından belirlenen mağdur sayısınca gerçek içtima hükümleri uygulanır
"
 (3) Bu suçlardan dolayı tüzel kişiler hakkında da güvenlik tedbirine hükmolunur",76,Madde 76, suçlardan tüzel kişiler hakkında güvenlik tedbirine hükmolunur
"
 (4) Bu suçlardan dolayı zamanaşımı işlemez",76,Madde 76, suçlardan zamanaşımı işlemez
"
 İnsanlığa karşı suçlar
 Madde 77- (1) Aşağıdaki fiillerin, siyasal, felsefi, ırki veya dini saiklerle toplumun bir kesimine karşı bir plan
 doğrultusunda sistemli olarak işlenmesi, insanlığa karşı suç oluşturur:
 a) Kasten öldürme",77,Madde 77, insanlığa karşı suçlar madde aşağıdaki fiillerin siyasal felsefi ırki dini saiklerle toplumun kesimine karşı plan doğrultusunda sistemli işlenmesi insanlığa karşı suç oluşturur kasten öldürme
"
 b) Kasten yaralama",77,Madde 77, kasten yaralama
"
 c) İşkence, eziyet veya köleleştirme",77,Madde 77, işkence eziyet köleleştirme
"
 d) Kişi hürriyetinden yoksun kılma",77,Madde 77, kişi hürriyetinden yoksun kılma
"
 e) Bilimsel deneylere tabi kılma",77,Madde 77, bilimsel deneylere tabi kılma
"
 f) Cinsel saldırıda bulunma, çocukların cinsel istismarı",77,Madde 77, cinsel saldırıda bulunma çocukların cinsel istismarı
"
 g) Zorla hamile bırakma",77,Madde 77, zorla hamile bırakma
"
 h) Zorla fuhşa sevketme",77,Madde 77, zorla fuhşa sevketme
"
 (2) Birinci fıkranın (a) bendindeki fiilin işlenmesi halinde, fail hakkında ağırlaştırılmış müebbet hapis cezasına; diğer
 bentlerde tanımlanan fiillerin işlenmesi halinde ise, sekiz yıldan az olmamak üzere hapis cezasına hükmolunur",77,Madde 77, birinci fıkranın bendindeki fiilin işlenmesi halinde fail hakkında ağırlaştırılmış müebbet hapis cezasına bentlerde tanımlanan fiillerin işlenmesi halinde yıldan olmamak hapis cezasına hükmolunur
" Ancak,
 birinci fıkranın (a) ve (b) bentleri kapsamında işlenen kasten öldürme ve kasten yaralama suçları açısından, belirlenen
 mağdur sayısınca gerçek içtima hükümleri uygulanır",77,Madde 77, birinci fıkranın bentleri kapsamında işlenen kasten öldürme kasten yaralama suçları açısından belirlenen mağdur sayısınca gerçek içtima hükümleri uygulanır
"
 (3) Bu suçlardan dolayı tüzel kişiler hakkında da güvenlik tedbirine hükmolunur",77,Madde 77, suçlardan tüzel kişiler hakkında güvenlik tedbirine hükmolunur
"
 (4) Bu suçlardan dolayı zamanaşımı işlemez",77,Madde 77, suçlardan zamanaşımı işlemez
"
 8986-1
 Örgüt
 Madde 78- (1) Yukarıdaki maddelerde yazılı suçları işlemek maksadıyla örgüt kuran veya yöneten kişi, on yıldan
 onbeş yıla kadar hapis cezası ile cezalandırılır",78,Madde 78, örgüt madde yukarıdaki maddelerde yazılı suçları işlemek maksadıyla örgüt kuran yöneten kişi yıldan onbeş yıla hapis cezası cezalandırılır
[' Bu örgütlere üye olanlara beş yıldan on yıla kadar hapis cezası verilir'],78,Madde 78, örgütlere üye olanlara beş yıldan yıla hapis cezası verilir
"
 (2) Bu suçlardan dolayı tüzel kişiler hakkında da güvenlik tedbirine hükmolunur",78,Madde 78, suçlardan tüzel kişiler hakkında güvenlik tedbirine hükmolunur
"
 (3) Bu suçlardan dolayı zamanaşımı işlemez",78,Madde 78, suçlardan zamanaşımı işlemez
"
 İKİNCİ BÖLÜM
 Göçmen Kaçakçılığı ve İnsan Ticareti
 Göçmen kaçakçılığı(1)
 Madde 79- (1) Doğrudan doğruya veya dolaylı olarak maddi menfaat elde etmek maksadıyla, yasal olmayan
 yollardan;
 a) Bir yabancıyı ülkeye sokan veya ülkede kalmasına imkan sağlayan,
 b) Türk vatandaşı veya yabancının yurt dışına çıkmasına imkan sağlayan,
 Kişi, üç yıldan sekiz yıla kadar hapis ve bin günden onbin güne kadar adlî para cezası ile cezalandırılır",79,Madde 79, ikinci bölüm göçmen kaçakçılığı insan ticareti göçmen kaçakçılığı madde doğrudan doğruya dolaylı maddi menfaat elde etmek maksadıyla yasal olmayan yollardan yabancıyı ülkeye sokan ülkede kalmasına imkan sağlayan türk vatandaşı yabancının yurt dışına çıkmasına imkan sağlayan kişi yıldan yıla hapis günden onbin güne adlî para cezası cezalandırılır
" (Ek cümle:
 22/7/2010 - 6008/6 md",79,Madde 79, ek cümle md
"[') Suç, teşebbüs aşamasında kalmış olsa dahi, tamamlanmış gibi cezaya hükmolunur']",79,Madde 79, suç teşebbüs aşamasında kalmış tamamlanmış cezaya hükmolunur
" (2)
 (2) (Ek fıkra: 22/7/2010 - 6008/6 md",79,Madde 79, ek fıkra md
") Suçun, mağdurların;
 a) Hayatı bakımından bir tehlike oluşturması,
 b) Onur kırıcı bir muameleye maruz bırakılarak işlenmesi,
 hâlinde, verilecek ceza yarısından üçte ikisine kadar artırılır",79,Madde 79, suçun mağdurların hayatı bakımından tehlike oluşturması onur kırıcı muameleye maruz bırakılarak işlenmesi hâlinde verilecek ceza yarısından üçte ikisine artırılır
" (1)
 (3) (Değişik:6/12/2019-7196/56 md",79,Madde 79, değişik md
") Bu suçun; birden fazla kişi tarafından birlikte işlenmesi halinde verilecek ceza
 yarısına kadar, bir örgütün faaliyeti çerçevesinde işlenmesi halinde verilecek ceza yarısından bir katına kadar artırılır",79,Madde 79, suçun kişi işlenmesi halinde verilecek ceza yarısına örgütün faaliyeti çerçevesinde işlenmesi halinde verilecek ceza yarısından katına artırılır
"
 (4) Bu suçun bir tüzel kişinin faaliyeti çerçevesinde işlenmesi halinde, tüzel kişi hakkında bunlara özgü güvenlik
 tedbirlerine hükmolunur",79,Madde 79, suçun tüzel kişinin faaliyeti çerçevesinde işlenmesi halinde tüzel kişi hakkında bunlara özgü güvenlik tedbirlerine hükmolunur
" (1)
 İnsan ticareti
 Madde 80- (1) (Değişik: 6/12/2006 – 5560/3 md",80,Madde 80, insan ticareti madde değişik md
") Zorla çalıştırmak, hizmet ettirmek, fuhuş yaptırmak veya esarete
 tâbi kılmak ya da vücut organlarının verilmesini sağlamak maksadıyla tehdit, baskı, cebir veya şiddet uygulamak, nüfuzu
 kötüye kullanmak, kandırmak veya kişiler üzerindeki denetim olanaklarından veya çaresizliklerinden yararlanarak rızalarını
 elde etmek suretiyle kişileri ülkeye sokan, ülke dışına çıkaran, tedarik eden, kaçıran, bir yerden başka bir yere götüren veya
 sevk eden ya da barındıran kimseye sekiz yıldan oniki yıla kadar hapis ve onbin güne kadar adlî para cezası verilir",80,Madde 80, zorla çalıştırmak hizmet ettirmek fuhuş yaptırmak esarete tâbi kılmak vücut organlarının verilmesini sağlamak maksadıyla tehdit baskı cebir şiddet uygulamak nüfuzu kötüye kullanmak kandırmak kişiler üzerindeki denetim olanaklarından çaresizliklerinden yararlanarak rızalarını elde etmek suretiyle kişileri ülkeye sokan ülke dışına çıkaran tedarik kaçıran yerden yere götüren sevk barındıran kimseye yıldan oniki yıla hapis onbin güne adlî para cezası verilir
"
 (2) Birinci fıkrada belirtilen amaçlarla girişilen ve suçu oluşturan fiiller var olduğu takdirde, mağdurun rızası
 geçersizdir",80,Madde 80, birinci fıkrada belirtilen amaçlarla girişilen suçu oluşturan fiiller takdirde mağdurun rızası geçersizdir
"
 –––––––––––––––
 (1) 22/7/2010 tarihli ve 6008 sayılı Kanunun 6 ncı maddesiyle bu maddeye birinci fıkrasından sonra gelmek üzere yeni bir fıkra eklenmiş ve
 diğer fıkralar buna göre teselsül ettirilmiştir",80,Madde 80, tarihli sayılı kanunun ncı maddesiyle maddeye birinci fıkrasından gelmek yeni fıkra eklenmiş fıkralar teselsül ettirilmiştir
"
 (2) 6/12/2019 tarihli 7196 sayılı Kanunun 56 ncı maddesiyle bu fıkraya “üç yıldan sekiz yıla kadar hapis ve” ibaresinden sonra gelmek
 üzere “bin günden” ibaresi eklenmiştir",80,Madde 80, tarihli sayılı kanunun ncı maddesiyle fıkraya yıldan yıla hapis ibaresinden gelmek günden ibaresi eklenmiştir
"
 8987
 (3) Onsekiz yaşını doldurmamış olanların birinci fıkrada belirtilen maksatlarla tedarik edilmeleri, kaçırılmaları, bir
 yerden diğer bir yere götürülmeleri veya sevk edilmeleri veya barındırılmaları hallerinde suça ait araç fiillerden hiçbirine
 başvurulmuş olmasa da faile birinci fıkrada belirtilen cezalar verilir",80,Madde 80, onsekiz yaşını doldurmamış olanların birinci fıkrada belirtilen maksatlarla tedarik edilmeleri kaçırılmaları yerden yere götürülmeleri sevk edilmeleri barındırılmaları hallerinde suça araç fiillerden başvurulmuş olmasa faile birinci fıkrada belirtilen cezalar verilir
"
 (4) Bu suçlardan dolayı tüzel kişiler hakkında da güvenlik tedbirine hükmolunur",80,Madde 80, suçlardan tüzel kişiler hakkında güvenlik tedbirine hükmolunur
"
 İKİNCİ KISIM
 Kişilere Karşı Suçlar
 BİRİNCİ BÖLÜM
 Hayata Karşı Suçlar
 Kasten öldürme
 Madde 81- (1) Bir insanı kasten öldüren kişi, müebbet hapis cezası ile cezalandırılır",81,Madde 81, ikinci kısım kişilere karşı suçlar birinci bölüm hayata karşı suçlar kasten öldürme madde insanı kasten öldüren kişi müebbet hapis cezası cezalandırılır
"
 Nitelikli haller
 Madde 82- (1) Kasten öldürme suçunun;
 a) Tasarlayarak,
 b) Canavarca hisle veya eziyet çektirerek,
 c) Yangın, su baskını, tahrip, batırma veya bombalama ya da nükleer, biyolojik veya kimyasal silah kullanmak
 suretiyle,
 d) Üstsoy veya altsoydan birine ya da eş, boşandığı eş veya kardeşe karşı,(3)
 e) Çocuğa ya da beden veya ruh bakımından kendisini savunamayacak durumda bulunan kişiye karşı,
 f) (Değişik:12/5/2022-7406/2 md",82,Madde 82, nitelikli haller madde kasten öldürme suçunun tasarlayarak canavarca hisle eziyet çektirerek yangın su baskını tahrip batırma bombalama nükleer biyolojik kimyasal silah kullanmak suretiyle üstsoy altsoydan eş boşandığı eş kardeşe karşı çocuğa beden ruh bakımından savunamayacak durumda bulunan kişiye karşı değişik md
") Kadına karşı,
 g) Kişinin yerine getirdiği kamu görevi nedeniyle,
 h) Bir suçu gizlemek, delillerini ortadan kaldırmak veya işlenmesini kolaylaştırmak ya da yakalanmamak amacıyla,(1)
 i) (Ek:29/6/2005 - 5377/9 md",82,Madde 82, kadına karşı kişinin getirdiği kamu görevi suçu gizlemek delillerini ortadan kaldırmak işlenmesini kolaylaştırmak yakalanmamak amacıyla ek md
")Bir suçu işleyememekten dolayı duyduğu infialle,
 j) Kan gütme saikiyle,(2)
 k) Töre saikiyle,(2)
 İşlenmesi halinde, kişi ağırlaştırılmış müebbet hapis cezası ile cezalandırılır",82,Madde 82, suçu işleyememekten duyduğu infialle kan gütme saikiyle töre saikiyle işlenmesi halinde kişi ağırlaştırılmış müebbet hapis cezası cezalandırılır
"
 Kasten öldürmenin ihmali davranışla işlenmesi
 Madde 83- (1) Kişinin yükümlü olduğu belli bir icrai davranışı gerçekleştirmemesi dolayısıyla meydana gelen ölüm
 neticesinden sorumlu tutulabilmesi için, bu neticenin oluşumuna sebebiyet veren yükümlülük ihmalinin icrai davranışa
 eşdeğer olması gerekir",83,Madde 83, kasten öldürmenin ihmali davranışla işlenmesi madde kişinin yükümlü belli icrai davranışı gerçekleştirmemesi meydana gelen ölüm neticesinden sorumlu tutulabilmesi neticenin oluşumuna sebebiyet veren yükümlülük ihmalinin icrai davranışa eşdeğer gerekir
"
 (2) İhmali ve icrai davranışın eşdeğer kabul edilebilmesi için, kişinin;
 a) Belli bir icrai davranışta bulunmak hususunda kanuni düzenlemelerden veya sözleşmeden kaynaklanan bir
 yükümlülüğünün bulunması,
 b) Önceden gerçekleştirdiği davranışın başkalarının hayatı ile ilgili olarak tehlikeli bir durum oluşturması,
 Gerekir",83,Madde 83, ihmali icrai davranışın eşdeğer kabul edilebilmesi kişinin belli icrai davranışta bulunmak hususunda kanuni düzenlemelerden sözleşmeden kaynaklanan yükümlülüğünün bulunması gerçekleştirdiği davranışın başkalarının hayatı tehlikeli durum oluşturması gerekir
"
 (3) Belli bir yükümlülüğün ihmali ile ölüme neden olan kişi hakkında, temel ceza olarak, ağırlaştırılmış müebbet
 hapis cezası yerine yirmi yıldan yirmibeş yıla kadar, müebbet hapis cezası yerine onbeş yıldan yirmi yıla kadar, diğer
 hallerde ise on yıldan onbeş yıla kadar hapis cezasına hükmolunabileceği gibi, cezada indirim de yapılmayabilir",83,Madde 83, belli yükümlülüğün ihmali ölüme kişi hakkında temel ceza ağırlaştırılmış müebbet hapis cezası yıldan yirmibeş yıla müebbet hapis cezası onbeş yıldan yıla hallerde yıldan onbeş yıla hapis cezasına hükmolunabileceği cezada indirim yapılmayabilir
"
 ______________________
 (1) Bu bentte yer alan “kolaylaştırmak” ibaresinden sonra gelmek üzere, 29/6/2005 tarihli ve 5377 sayılı Kanunun 9 uncu maddesiyle ""ya
 da yakalanmamak"" ibaresi eklenmiş ve metne işlenmiştir",83,Madde 83, bentte yer alan kolaylaştırmak ibaresinden gelmek tarihli sayılı kanunun uncu maddesiyle yakalanmamak ibaresi eklenmiş metne işlenmiştir
"
 (2) Maddeye, 29/6/2005 tarihli ve 5377 sayılı Kanunun 9 uncu maddesiyle (h) bendinden sonra gelmek üzere (i) bendi eklendiğinden, diğer
 bentler buna göre teselsül ettirilmiştir",83,Madde 83, maddeye tarihli sayılı kanunun uncu maddesiyle bendinden gelmek bendi eklendiğinden bentler teselsül ettirilmiştir
"
 (3) 8/7/2021 tarihli ve 7331 sayılı Kanunun 6 ncı maddesiyle, bu bentte yer alan “eş” ibaresi “eş, boşandığı eş” şeklinde
 değiştirilmiştir",83,Madde 83, tarihli sayılı kanunun ncı maddesiyle bentte yer alan eş ibaresi eş boşandığı eş şeklinde değiştirilmiştir
"
 8988
 İntihara yönlendirme(1)
 Madde 84- (1) Başkasını intihara azmettiren, teşvik eden, başkasının intihar kararını kuvvetlendiren ya da başkasının
 intiharına herhangi bir şekilde yardım eden kişi, iki yıldan beş yıla kadar hapis cezası ile cezalandırılır",84,Madde 84, intihara yönlendirme madde intihara azmettiren teşvik intihar kararını kuvvetlendiren intiharına şekilde yardım kişi yıldan beş yıla hapis cezası cezalandırılır
